[09:22:36]===============================================================
[09:22:36]     START MEASURE :: 아이스 아메리카노
[09:26:18]  START OUTLET         : 0.14 sec
[09:26:18]  START OUTLET         : 0.06 sec
[09:26:18]  START OUTLET         : 0.16 sec
[09:26:18]  START OUTLET         : 0.04 sec
[09:26:19]  START OUTLET         : 0.14 sec
[09:26:19]  START OUTLET         : 0.06 sec
[09:26:19]  START OUTLET         : 0.11 sec
[09:26:19]  START OUTLET         : 0.10 sec
[09:26:19]  START OUTLET         : 0.13 sec
[09:26:19]  START OUTLET         : 0.06 sec
[09:26:19]  START OUTLET         : 0.12 sec
[09:26:19]  START OUTLET         : 0.08 sec
[09:26:19]  START OUTLET         : 0.13 sec
[09:26:19]  START OUTLET         : 0.08 sec
[09:26:20]  START OUTLET         : 0.12 sec
[09:26:20]  START OUTLET         : 0.07 sec
[09:26:20]  START OUTLET         : 0.13 sec
[09:26:20]  START OUTLET         : 0.07 sec
[09:26:20]  START OUTLET         : 0.13 sec
[09:26:20]  START OUTLET         : 0.07 sec
[09:26:20]  START OUTLET         : 0.13 sec
[09:26:20]  START OUTLET         : 0.07 sec
[09:26:20]  START OUTLET         : 0.18 sec
[09:26:20]  START OUTLET         : 0.03 sec
[09:26:21]  START OUTLET         : 0.13 sec
[09:26:21]  START OUTLET         : 0.07 sec
[09:26:21]  START OUTLET         : 0.12 sec
[09:26:21]  START OUTLET         : 0.09 sec
[09:26:21]  START OUTLET         : 0.13 sec
[09:26:21]  START OUTLET         : 0.06 sec
[09:26:21]  START OUTLET         : 0.14 sec
[09:26:21]  START OUTLET         : 0.06 sec
[09:26:21]  START OUTLET         : 0.15 sec
[09:26:21]  START OUTLET         : 0.05 sec
[09:26:22]  START OUTLET         : 0.14 sec
[09:26:22]  START OUTLET         : 0.06 sec
[09:26:22]  START OUTLET         : 0.13 sec
[09:26:22]  START OUTLET         : 0.08 sec
[09:26:22]  START OUTLET         : 0.13 sec
[09:26:22]  START OUTLET         : 0.08 sec
[09:26:22]  START OUTLET         : 0.14 sec
[09:26:22]  START OUTLET         : 0.06 sec
[09:26:22]  START OUTLET         : 0.14 sec
[09:26:22]  START OUTLET         : 0.06 sec
[09:26:23]  START OUTLET         : 0.14 sec
[09:26:23]  START OUTLET         : 0.06 sec
[09:26:23]  START OUTLET         : 0.13 sec
[09:26:23]  START OUTLET         : 0.07 sec
[09:26:23]  START OUTLET         : 0.13 sec
[09:26:23]  START OUTLET         : 0.07 sec
[09:26:23]  START OUTLET         : 0.12 sec
[09:26:23]  START OUTLET         : 0.08 sec
[09:26:23]  START OUTLET         : 0.14 sec
[09:26:23]  START OUTLET         : 0.05 sec
[09:26:24]  START OUTLET         : 0.14 sec
[09:26:24]  START OUTLET         : 0.07 sec
[09:26:24]  START OUTLET         : 0.12 sec
[09:26:24]  START OUTLET         : 0.07 sec
[09:26:24]  START OUTLET         : 0.13 sec
[09:26:24]  START OUTLET         : 0.07 sec
[09:26:24]  START OUTLET         : 0.14 sec
[09:26:24]  START OUTLET         : 0.06 sec
[09:26:24]  START OUTLET         : 0.14 sec
[09:26:24]  START OUTLET         : 0.07 sec
[09:26:25]  START OUTLET         : 0.15 sec
[09:26:25]  START OUTLET         : 0.05 sec
[09:26:25]  START OUTLET         : 0.15 sec
[09:26:25]  START OUTLET         : 0.06 sec
[09:26:25]  START OUTLET         : 0.12 sec
[09:26:25]  START OUTLET         : 0.07 sec
[09:26:25]  START OUTLET         : 0.12 sec
[09:26:25]  START OUTLET         : 0.09 sec
[09:26:25]  START OUTLET         : 0.16 sec
[09:26:25]  START OUTLET         : 0.04 sec
[09:26:26]  START OUTLET         : 0.14 sec
[09:26:26]  START OUTLET         : 0.06 sec
[09:26:26]  START OUTLET         : 0.13 sec
[09:26:26]  START OUTLET         : 0.09 sec
[09:26:26]  START OUTLET         : 0.10 sec
[09:26:26]  START OUTLET         : 0.09 sec
[09:26:26]  START OUTLET         : 0.14 sec
[09:26:26]  START OUTLET         : 0.07 sec
[09:26:26]  START OUTLET         : 0.14 sec
[09:26:26]  START OUTLET         : 0.05 sec
[09:26:27]  START OUTLET         : 0.12 sec
[09:26:27]  START OUTLET         : 0.08 sec
[09:26:27]  START OUTLET         : 0.13 sec
[09:26:27]  START OUTLET         : 0.07 sec
[09:26:27]  START OUTLET         : 0.14 sec
[09:26:27]  START OUTLET         : 0.06 sec
[09:26:27]  START OUTLET         : 0.14 sec
[09:26:27]  START OUTLET         : 0.07 sec
[09:26:27]  START OUTLET         : 0.15 sec
[09:26:27]  START OUTLET         : 0.04 sec
[09:26:28]  START OUTLET         : 0.13 sec
[09:26:28]  START OUTLET         : 0.07 sec
[09:26:28]  START OUTLET         : 0.13 sec
[09:26:28]  START OUTLET         : 0.07 sec
[09:26:28]  START OUTLET         : 0.15 sec
[09:26:28]  START OUTLET         : 0.05 sec
[09:26:28]  START OUTLET         : 0.13 sec
[09:26:28]  START OUTLET         : 0.07 sec
[09:26:28]  START OUTLET         : 0.14 sec
[09:26:28]  START OUTLET         : 0.06 sec
[09:26:29]  START OUTLET         : 0.13 sec
[09:26:29]  START OUTLET         : 0.07 sec
[09:26:29]  START OUTLET         : 0.12 sec
[09:26:29]  START OUTLET         : 0.08 sec
[09:26:29]  START OUTLET         : 0.13 sec
[09:26:29]  START OUTLET         : 0.06 sec
[09:26:29]  START OUTLET         : 0.12 sec
[09:26:29]  START OUTLET         : 0.08 sec
[09:26:29]  START OUTLET         : 0.13 sec
[09:26:29]  START OUTLET         : 0.06 sec
[09:26:30]  START OUTLET         : 0.14 sec
[09:26:30]  START OUTLET         : 0.06 sec
[09:26:30]  START OUTLET         : 0.14 sec
[09:26:30]  START OUTLET         : 0.06 sec
[09:26:30]  START OUTLET         : 0.13 sec
[09:26:30]  START OUTLET         : 0.06 sec
[09:26:30]  START OUTLET         : 0.13 sec
[09:26:30]  START OUTLET         : 0.07 sec
[09:26:30]  START OUTLET         : 0.13 sec
[09:26:30]  START OUTLET         : 0.07 sec
[09:26:31]  START OUTLET         : 0.14 sec
[09:26:31]  START OUTLET         : 0.07 sec
[09:26:31]  START OUTLET         : 0.13 sec
[09:26:31]  START OUTLET         : 0.07 sec
[09:26:31]  START OUTLET         : 0.13 sec
[09:26:31]  START OUTLET         : 0.07 sec
[09:26:31]  START OUTLET         : 0.13 sec
[09:26:31]  START OUTLET         : 0.06 sec
[09:26:31]  START OUTLET         : 0.15 sec
[09:26:31]  START OUTLET         : 0.06 sec
[09:26:32]  START OUTLET         : 0.11 sec
[09:26:32]  START OUTLET         : 0.08 sec
[09:26:32]  START OUTLET         : 0.14 sec
[09:26:32]  START OUTLET         : 0.06 sec
[09:26:32]  START OUTLET         : 0.12 sec
[09:26:32]  START OUTLET         : 0.09 sec
[09:26:32]  START OUTLET         : 0.12 sec
[09:26:32]  START OUTLET         : 0.07 sec
[09:26:32]  START OUTLET         : 0.13 sec
[09:26:32]  START OUTLET         : 0.07 sec
[09:26:33]  START OUTLET         : 0.13 sec
[09:26:33]  START OUTLET         : 0.07 sec
[09:26:33]  START OUTLET         : 0.13 sec
[09:26:33]  START OUTLET         : 0.08 sec
[09:26:33]  START OUTLET         : 0.11 sec
[09:26:33]  START OUTLET         : 0.08 sec
[09:26:33]  START OUTLET         : 0.14 sec
[09:26:33]  START OUTLET         : 0.07 sec
[09:26:33]  START OUTLET         : 0.14 sec
[09:26:33]  START OUTLET         : 0.06 sec
[09:26:34]  START OUTLET         : 0.14 sec
[09:26:34]  START OUTLET         : 0.06 sec
[09:26:34]  START OUTLET         : 0.14 sec
[09:26:34]  START OUTLET         : 0.06 sec
[09:26:34]  START OUTLET         : 0.13 sec
[09:26:34]  START OUTLET         : 0.07 sec
[09:26:34]  START OUTLET         : 0.14 sec
[09:26:34]  START OUTLET         : 0.06 sec
[09:26:34]  START OUTLET         : 0.14 sec
[09:26:34]  START OUTLET         : 0.06 sec
[09:26:35]  START OUTLET         : 0.13 sec
[09:26:35]  START OUTLET         : 0.07 sec
[09:26:35]  START OUTLET         : 0.13 sec
[09:26:35]  START OUTLET         : 0.08 sec
[09:26:35]  START OUTLET         : 0.13 sec
[09:26:35]  START OUTLET         : 0.06 sec
[09:26:35]  START OUTLET         : 0.13 sec
[09:26:35]  START OUTLET         : 0.07 sec
[09:26:35]  START OUTLET         : 0.14 sec
[09:26:35]  START OUTLET         : 0.06 sec
[09:26:36]  START OUTLET         : 0.14 sec
[09:26:36]  START OUTLET         : 0.06 sec
[09:26:36]  START OUTLET         : 0.12 sec
[09:26:36]  START OUTLET         : 0.09 sec
[09:26:36]  START OUTLET         : 0.13 sec
[09:26:36]  START OUTLET         : 0.06 sec
[09:26:36]  START OUTLET         : 0.14 sec
[09:26:36]  START OUTLET         : 0.06 sec
[09:26:36]  START OUTLET         : 0.14 sec
[09:26:36]  START OUTLET         : 0.06 sec
[09:26:37]  START OUTLET         : 0.13 sec
[09:26:37]  START OUTLET         : 0.07 sec
[09:26:37]  START OUTLET         : 0.12 sec
[09:26:37]  START OUTLET         : 0.10 sec
[09:26:37]  START OUTLET         : 0.12 sec
[09:26:37]  START OUTLET         : 0.07 sec
[09:26:37]  START OUTLET         : 0.13 sec
[09:26:37]  START OUTLET         : 0.07 sec
[09:26:37]  START OUTLET         : 0.14 sec
[09:26:37]  START OUTLET         : 0.06 sec
[09:26:38]  START OUTLET         : 0.13 sec
[09:26:38]  START OUTLET         : 0.07 sec
[09:26:38]  START OUTLET         : 0.12 sec
[09:26:38]  START OUTLET         : 0.08 sec
[09:26:38]  START OUTLET         : 0.13 sec
[09:26:38]  START OUTLET         : 0.06 sec
[09:26:38]  START OUTLET         : 0.12 sec
[09:26:38]  START OUTLET         : 0.08 sec
[09:26:38]  START OUTLET         : 0.14 sec
[09:26:38]  START OUTLET         : 0.06 sec
[09:26:39]  START OUTLET         : 0.14 sec
[09:26:39]  START OUTLET         : 0.07 sec
[09:26:39]  START OUTLET         : 0.12 sec
[09:26:39]  START OUTLET         : 0.10 sec
[09:26:39]  START OUTLET         : 0.11 sec
[09:26:39]  START OUTLET         : 0.09 sec
[09:26:39]  START OUTLET         : 0.13 sec
[09:26:39]  START OUTLET         : 0.06 sec
[09:26:39]  START OUTLET         : 0.14 sec
[09:26:39]  START OUTLET         : 0.06 sec
[09:26:40]  START OUTLET         : 0.13 sec
[09:26:40]  START OUTLET         : 0.08 sec
[09:26:40]  START OUTLET         : 0.12 sec
[09:26:40]  START OUTLET         : 0.09 sec
[09:26:40]  START OUTLET         : 0.12 sec
[09:26:40]  START OUTLET         : 0.08 sec
[09:26:40]  START OUTLET         : 0.11 sec
[09:26:40]  START OUTLET         : 0.08 sec
[09:26:40]  START OUTLET         : 0.16 sec
[09:26:40]  START OUTLET         : 0.04 sec
[09:26:41]  START OUTLET         : 0.14 sec
[09:26:41]  START OUTLET         : 0.06 sec
[09:26:41]  START OUTLET         : 0.13 sec
[09:26:41]  START OUTLET         : 0.08 sec
[09:26:41]  START OUTLET         : 0.11 sec
[09:26:41]  START OUTLET         : 0.08 sec
[09:26:41]  START OUTLET         : 0.13 sec
[09:26:41]  START OUTLET         : 0.07 sec
[09:26:41]  START OUTLET         : 0.14 sec
[09:26:41]  START OUTLET         : 0.06 sec
[09:26:42]  START OUTLET         : 0.14 sec
[09:26:42]  START OUTLET         : 0.06 sec
[09:26:42]  START OUTLET         : 0.13 sec
[09:26:42]  START OUTLET         : 0.08 sec
[09:26:42]  START OUTLET         : 0.12 sec
[09:26:42]  START OUTLET         : 0.07 sec
[09:26:42]  START OUTLET         : 0.13 sec
[09:26:42]  START OUTLET         : 0.07 sec
[09:26:42]  START OUTLET         : 0.15 sec
[09:26:42]  START OUTLET         : 0.04 sec
[09:26:43]  START OUTLET         : 0.13 sec
[09:26:43]  START OUTLET         : 0.07 sec
[09:26:43]  START OUTLET         : 0.14 sec
[09:26:43]  START OUTLET         : 0.08 sec
[09:26:43]  START OUTLET         : 0.12 sec
[09:26:43]  START OUTLET         : 0.07 sec
[09:26:43]  START OUTLET         : 0.12 sec
[09:26:43]  START OUTLET         : 0.07 sec
[09:26:43]  START OUTLET         : 0.14 sec
[09:26:43]  START OUTLET         : 0.05 sec
[09:26:44]  START OUTLET         : 0.14 sec
[09:26:44]  START OUTLET         : 0.06 sec
[09:26:44]  START OUTLET         : 0.15 sec
[09:26:44]  START OUTLET         : 0.06 sec
[09:26:44]  START OUTLET         : 0.13 sec
[09:26:44]  START OUTLET         : 0.07 sec
[09:26:44]  START OUTLET         : 0.14 sec
[09:26:44]  START OUTLET         : 0.06 sec
[09:26:44]  START OUTLET         : 0.13 sec
[09:26:44]  START OUTLET         : 0.07 sec
[09:26:45]  START OUTLET         : 0.14 sec
[09:26:45]  START OUTLET         : 0.06 sec
[09:26:45]  START OUTLET         : 0.12 sec
[09:26:45]  START OUTLET         : 0.09 sec
[09:26:45]  START OUTLET         : 0.12 sec
[09:26:45]  START OUTLET         : 0.07 sec
[09:26:45]  START OUTLET         : 0.13 sec
[09:26:45]  START OUTLET         : 0.07 sec
[09:26:45]  START OUTLET         : 0.14 sec
[09:26:45]  START OUTLET         : 0.05 sec
[09:26:46]  START OUTLET         : 0.14 sec
[09:26:46]  START OUTLET         : 0.07 sec
[09:26:46]  START OUTLET         : 0.14 sec
[09:26:46]  START OUTLET         : 0.07 sec
[09:26:46]  START OUTLET         : 0.12 sec
[09:26:46]  START OUTLET         : 0.08 sec
[09:26:46]  START OUTLET         : 0.13 sec
[09:26:46]  START OUTLET         : 0.06 sec
[09:26:46]  START OUTLET         : 0.14 sec
[09:26:46]  START OUTLET         : 0.06 sec
[09:26:47]  START OUTLET         : 0.14 sec
[09:26:47]  START OUTLET         : 0.06 sec
[09:26:47]  START OUTLET         : 0.13 sec
[09:26:47]  START OUTLET         : 0.08 sec
[09:26:47]  START OUTLET         : 0.12 sec
[09:26:47]  START OUTLET         : 0.07 sec
[09:26:47]  START OUTLET         : 0.13 sec
[09:26:47]  START OUTLET         : 0.07 sec
[09:26:47]  START OUTLET         : 0.12 sec
[09:26:47]  START OUTLET         : 0.07 sec
[09:26:48]  START OUTLET         : 0.14 sec
[09:26:48]  START OUTLET         : 0.07 sec
[09:26:48]  START OUTLET         : 0.12 sec
[09:26:48]  START OUTLET         : 0.09 sec
[09:26:48]  START OUTLET         : 0.11 sec
[09:26:48]  START OUTLET         : 0.08 sec
[09:26:48]  START OUTLET         : 0.13 sec
[09:26:48]  START OUTLET         : 0.07 sec
[09:26:48]  START OUTLET         : 0.14 sec
[09:26:48]  START OUTLET         : 0.06 sec
[09:26:49]  START OUTLET         : 0.14 sec
[09:26:49]  START OUTLET         : 0.07 sec
[09:26:49]  START OUTLET         : 0.13 sec
[09:26:49]  START OUTLET         : 0.08 sec
[09:26:49]  START OUTLET         : 0.11 sec
[09:26:49]  START OUTLET         : 0.08 sec
[09:26:49]  START OUTLET         : 0.13 sec
[09:26:49]  START OUTLET         : 0.07 sec
[09:26:49]  START OUTLET         : 0.14 sec
[09:26:49]  START OUTLET         : 0.06 sec
[09:26:50]  START OUTLET         : 0.13 sec
[09:26:50]  START OUTLET         : 0.07 sec
[09:26:50]  START OUTLET         : 0.12 sec
[09:26:50]  START OUTLET         : 0.08 sec
[09:26:50]  START OUTLET         : 0.13 sec
[09:26:50]  START OUTLET         : 0.07 sec
[09:26:50]  START OUTLET         : 0.13 sec
[09:26:50]  START OUTLET         : 0.07 sec
[09:26:50]  START OUTLET         : 0.15 sec
[09:26:50]  START OUTLET         : 0.05 sec
[09:26:51]  START OUTLET         : 0.14 sec
[09:26:51]  START OUTLET         : 0.06 sec
[09:26:51]  START OUTLET         : 0.13 sec
[09:26:51]  START OUTLET         : 0.07 sec
[09:26:51]  START OUTLET         : 0.14 sec
[09:26:51]  START OUTLET         : 0.06 sec
[09:26:51]  START OUTLET         : 0.14 sec
[09:26:51]  START OUTLET         : 0.07 sec
[09:26:51]  START OUTLET         : 0.15 sec
[09:26:51]  START OUTLET         : 0.04 sec
[09:26:52]  START OUTLET         : 0.14 sec
[09:26:52]  START OUTLET         : 0.06 sec
[09:26:52]  START OUTLET         : 0.14 sec
[09:26:52]  START OUTLET         : 0.07 sec
[09:26:52]  START OUTLET         : 0.13 sec
[09:26:52]  START OUTLET         : 0.07 sec
[09:26:52]  START OUTLET         : 0.13 sec
[09:26:52]  START OUTLET         : 0.07 sec
[09:26:52]  START OUTLET         : 0.14 sec
[09:26:52]  START OUTLET         : 0.06 sec
[09:26:53]  START OUTLET         : 0.14 sec
[09:26:53]  START OUTLET         : 0.06 sec
[09:26:53]  START OUTLET         : 0.14 sec
[09:26:53]  START OUTLET         : 0.08 sec
[09:26:53]  START OUTLET         : 0.13 sec
[09:26:53]  START OUTLET         : 0.06 sec
[09:26:53]  START OUTLET         : 0.14 sec
[09:26:53]  START OUTLET         : 0.06 sec
[09:26:53]  START OUTLET         : 0.13 sec
[09:26:53]  START OUTLET         : 0.07 sec
[09:26:54]  START OUTLET         : 0.13 sec
[09:26:54]  START OUTLET         : 0.07 sec
[09:26:54]  START OUTLET         : 0.14 sec
[09:26:54]  START OUTLET         : 0.07 sec
[09:26:54]  START OUTLET         : 0.13 sec
[09:26:54]  START OUTLET         : 0.06 sec
[09:26:54]  START OUTLET         : 0.13 sec
[09:26:54]  START OUTLET         : 0.07 sec
[09:26:54]  START OUTLET         : 0.14 sec
[09:26:54]  START OUTLET         : 0.06 sec
[09:26:55]  START OUTLET         : 0.12 sec
[09:26:55]  START OUTLET         : 0.08 sec
[09:26:55]  START OUTLET         : 0.12 sec
[09:26:55]  START OUTLET         : 0.09 sec
[09:26:55]  START OUTLET         : 0.11 sec
[09:26:55]  START OUTLET         : 0.08 sec
[09:26:55]  START OUTLET         : 0.13 sec
[09:26:55]  START OUTLET         : 0.08 sec
[09:26:55]  START OUTLET         : 0.13 sec
[09:26:55]  START OUTLET         : 0.06 sec
[09:26:56]  START OUTLET         : 0.14 sec
[09:26:56]  START OUTLET         : 0.06 sec
[09:26:56]  START OUTLET         : 0.14 sec
[09:26:56]  START OUTLET         : 0.08 sec
[09:26:56]  START OUTLET         : 0.12 sec
[09:26:56]  START OUTLET         : 0.07 sec
[09:26:56]  START OUTLET         : 0.14 sec
[09:26:56]  START OUTLET         : 0.06 sec
[09:26:56]  START OUTLET         : 0.13 sec
[09:26:56]  START OUTLET         : 0.08 sec
[09:26:57]  START OUTLET         : 0.13 sec
[09:26:57]  START OUTLET         : 0.06 sec
[09:26:57]  START OUTLET         : 0.14 sec
[09:26:57]  START OUTLET         : 0.07 sec
[09:26:57]  START OUTLET         : 0.12 sec
[09:26:57]  START OUTLET         : 0.07 sec
[09:26:57]  START OUTLET         : 0.14 sec
[09:26:57]  START OUTLET         : 0.07 sec
[09:26:57]  START OUTLET         : 0.14 sec
[09:26:57]  START OUTLET         : 0.06 sec
[09:26:58]  START OUTLET         : 0.12 sec
[09:26:58]  START OUTLET         : 0.09 sec
[09:26:58]  START OUTLET         : 0.13 sec
[09:26:58]  START OUTLET         : 0.07 sec
[09:26:58]  START OUTLET         : 0.11 sec
[09:26:58]  START OUTLET         : 0.09 sec
[09:26:58]  START OUTLET         : 0.12 sec
[09:26:58]  START OUTLET         : 0.08 sec
[09:26:58]  START OUTLET         : 0.13 sec
[09:26:58]  START OUTLET         : 0.07 sec
[09:26:59]  START OUTLET         : 0.14 sec
[09:26:59]  START OUTLET         : 0.06 sec
[09:26:59]  START OUTLET         : 0.13 sec
[09:26:59]  START OUTLET         : 0.08 sec
[09:26:59]  START OUTLET         : 0.13 sec
[09:26:59]  START OUTLET         : 0.06 sec
[09:26:59]  START OUTLET         : 0.14 sec
[09:26:59]  START OUTLET         : 0.07 sec
[09:26:59]  START OUTLET         : 0.13 sec
[09:26:59]  START OUTLET         : 0.07 sec
[09:27:00]  START OUTLET         : 0.14 sec
[09:27:00]  START OUTLET         : 0.07 sec
[09:27:00]  START OUTLET         : 0.12 sec
[09:27:00]  START OUTLET         : 0.08 sec
[09:27:00]  START OUTLET         : 0.12 sec
[09:27:00]  START OUTLET         : 0.08 sec
[09:27:00]  START OUTLET         : 0.14 sec
[09:27:00]  START OUTLET         : 0.06 sec
[09:27:00]  START OUTLET         : 0.14 sec
[09:27:00]  START OUTLET         : 0.06 sec
[09:27:01]  START OUTLET         : 0.14 sec
[09:27:01]  START OUTLET         : 0.06 sec
[09:27:01]  START OUTLET         : 0.14 sec
[09:27:01]  START OUTLET         : 0.07 sec
[09:27:01]  START OUTLET         : 0.11 sec
[09:27:01]  START OUTLET         : 0.09 sec
[09:27:01]  START OUTLET         : 0.12 sec
[09:27:01]  START OUTLET         : 0.08 sec
[09:27:01]  START OUTLET         : 0.14 sec
[09:27:01]  START OUTLET         : 0.05 sec
[09:27:02]  START OUTLET         : 0.14 sec
[09:27:02]  START OUTLET         : 0.06 sec
[09:27:02]  START OUTLET         : 0.13 sec
[09:27:02]  START OUTLET         : 0.08 sec
[09:27:02]  START OUTLET         : 0.13 sec
[09:27:02]  START OUTLET         : 0.07 sec
